8.918173987109456746e+00,-3.665346697757274619e+00,-9.519995653545116454e+00,-1.310932967644298053e+01,-2.010567164138606344e+01,-4.143234002507401925e+00,2.100350538492155295e+01,3.404208954698984968e+01
1.017721343749938434e+01,7.948239543678834451e-01,-6.068571585264403545e+00,-1.199829551320409138e+01,-2.171856897294333422e+01,-1.321337378153094377e+01,1.285817983295539690e+01,3.125054728256264980e+01
1.060107426879187464e+01,4.414367913716068514e+00,-2.033748961975678782e+00,-9.896337392232574359e+00,-2.159819819444868116e+01,-2.294870646726638341e+01,2.958131283666192157e+00,2.489374741400159152e+01
1.069277349125110632e+01,8.234482682222727945e+00,2.187653550147911741e+00,-5.761902424752715746e+00,-1.942783629828003100e+01,-2.852516971953403768e+01,-6.567997611751397180e+00,1.611208212810585039e+01
8.763562828126179483e+00,1.085621484720272178e+01,5.110695153743854746e+00,-1.286631131325022714e+00,-1.585911152314007566e+01,-3.084477767159524575e+01,-1.505119228221833083e+01,5.445759366088472220e+00
6.414809052112080856e+00,1.208364521942746173e+01,7.527797022090996215e+00,3.283145678562643166e+00,-1.086561920019859606e+01,-3.133235138172895873e+01,-2.169398935683885909e+01,-4.915342190721477600e+00
3.918732920667761466e+00,1.314806267189395683e+01,9.877500103021093381e+00,6.614783443835750454e+00,-3.846472463768070060e+00,-2.936769271184638086e+01,-2.510237404248601578e+01,-1.602821732559660006e+01
-1.247369154572517402e-01,1.322599541691512215e+01,1.174894727593087396e+01,9.854423857091420658e+00,3.845319971044382612e+00,-2.410198026692776097e+01,-2.857291903699843871e+01,-2.342897779026862537e+01
-4.138192279973852195e+00,1.102401208772356078e+01,1.288413549592297791e+01,1.188623975784183173e+01,1.127473343654080651e+01,-1.483288710482202255e+01,-3.197147857671502535e+01,-2.589556182657694805e+01
-7.263485858504868276e+00,6.773647845668904210e+00,1.241387617882464411e+01,1.271307374240975996e+01,1.679713365176370132e+01,-4.564649481611235515e+00,-2.954296838097966571e+01,-2.855745972472045935e+01
-9.666371648080966494e+00,3.522052860375499250e+00,1.007355538692229580e+01,1.256419292544088329e+01,2.030099261497450414e+01,6.522609556032392675e+00,-2.256986996764950959e+01,-3.031461492927151369e+01
-1.088586776062116535e+01,-1.610953081517489671e-01,7.040162834922201185e+00,1.090104956402511149e+01,2.300835626826667735e+01,1.630792061868343978e+01,-1.204378324195033656e+01,-3.073815681186188442e+01
-1.116674616374407414e+01,-3.213446013865097317e+00,2.196233352577236619e+00,8.341451148994282860e+00,2.231087742170076993e+01,2.385247711940078119e+01,-1.334456547424014650e+00,-2.565724592227975975e+01
-1.080917466071563204e+01,-6.433883430450844543e+00,-2.057543907853684129e+00,4.715722218337392135e+00,1.943468132158017170e+01,2.799757202447693416e+01,7.646190464214020821e+00,-1.751083763947714544e+01
-8.957473348639515720e+00,-9.863884101062774690e+00,-5.636157156413280411e+00,3.152335594808786667e-01,1.471321745191429997e+01,3.129061371172280559e+01,1.546576052764064890e+01,-5.813674349722476542e+00
-6.160285795343648729e+00,-1.150990631807793108e+01,-8.338225384267897056e+00,-3.630768574285073935e+00,8.603003149694131935e+00,3.143282787316596938e+01,2.184653683045026540e+01,5.379207098534904752e+00
-3.425037648917671707e+00,-1.193656841640252075e+01,-1.004100569662902664e+01,-6.316486266480409562e+00,1.578743811158520138e+00,2.863930826673863805e+01,2.544042847016043396e+01,1.519931707315223868e+01
-9.823148220089304716e-02,-1.140562612096080564e+01,-1.123690885568109366e+01,-9.439353574004337943e+00,-4.294854457430872685e+00,2.210366733520530858e+01,2.674300991957650453e+01,2.047861772795105040e+01
3.144829976194990717e+00,-1.024354048119125693e+01,-1.148419337487173308e+01,-1.093998442392469528e+01,-1.010718033330392096e+01,1.383935442714241582e+01,2.794507663824386157e+01,2.661486144901058282e+01
6.081882921938144726e+00,-8.532061486681257634e+00,-1.202363117227403677e+01,-1.288706307270682849e+01,-1.530386251705303557e+01,5.800750417058951669e+00,2.683981505358219977e+01,3.263992570220970180e+01
